mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0.01622188091278076,0.0006165094285444146,0.0014804601669311523,3.3912685845367406e-05,0.6,1.0,80,1,4,0.01,0.0,0.8,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 80, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",-0.0677780923843384,-0.0769303499857585,-0.10448408126831059,-0.028020316123962424,-0.06930320994059248,0.027397400780373216,23
0.017166197299957275,0.0005662028241153198,0.0015472769737243652,6.879013860835106e-05,0.6,1.5,100,2,4,0.01,0.0,0.8,"{'subsample': 0.6, 'reg_lambda': 1.5, 'n_estimators': 100, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",-0.06562092081705732,-0.07850647560755415,-0.09977145989735925,-0.033332361539204935,-0.06930780446529392,0.024085656820143887,24
0.016646146774291992,0.006698272055256193,0.0021311044692993164,0.0007652985432779529,0.8,1.5,40,1,4,0.3,0.0,0.9,"{'subsample': 0.8, 'reg_lambda': 1.5, 'n_estimators': 40, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.3, 'gamma': 0, 'colsample_bytree': 0.9}",-0.05745029624303185,-0.07803142658869429,-0.10376898447672529,-0.03855461835861207,-0.06945133141676588,0.024238146936916324,25
0.06159019470214844,0.00042653466948466996,0.0015947818756103516,6.547553272294812e-05,0.6,2.0,500,4,4,0.01,0.0,0.6,"{'subsample': 0.6, 'reg_lambda': 2, 'n_estimators': 500, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.6}",-0.06928183809916182,-0.07857408714294438,-0.10057556629180912,-0.02977589146296185,-0.06955184574921928,0.02562260486164945,26
0.008816182613372803,0.002071868799707212,0.0015894174575805664,0.0001867520341913654,0.8,2.0,10,2,4,0.1,0.0,0.6,"{'subsample': 0.8, 'reg_lambda': 2, 'n_estimators': 10, 'min_child_weight': 2, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-0.07341317510604861,-0.07954836479822798,-0.09564201037089033,-0.03001078923543295,-0.06965358487764996,0.02428472099031833,27
0.010609567165374756,0.0023465223316582826,0.0013050436973571777,0.00024491312091286694,0.6,1.0,80,4,4,0.1,0.0,0.8,"{'subsample': 0.6, 'reg_lambda': 1, 'n_estimators': 80, 'min_child_weight': 4, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",-0.07136329189936323,-0.08103295755386357,-0.0989566246668498,-0.02842499685287477,-0.06994446774323784,0.025935204744913565,28
0.16528302431106567,0.018768601933772566,0.003214418888092041,0.0008533481296166141,0.9,2.0,500,1,4,0.03,0.0,0.9,"{'subsample': 0.9, 'reg_lambda': 2, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.9}",-0.059488806565602625,-0.07604432694117232,-0.10581308603286747,-0.0386351989110311,-0.06999535461266838,0.024562913445969503,29
0.0062157511711120605,0.0020675369977949166,0.001558542251586914,4.592730304924766e-05,0.6,1.5,10,1,6,0.1,0.0,0.6,"{'subsample': 0.6, 'reg_lambda': 1.5, 'n_estimators': 10, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.6}",-0.0719495830535889,-0.07525816154479985,-0.10167698065439863,-0.03211990865071616,-0.07025115847587589,0.02484717910851889,30
0.015167832374572754,0.0005179107504381807,0.001474916934967041,6.738760481263477e-05,1.0,2.0,80,2,8,0.03,0.0,0.6,"{'subsample': 1.0, 'reg_lambda': 2, 'n_estimators': 80, 'min_child_weight': 2, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.6}",-0.05381076876322429,-0.08470728588104252,-0.09951355059941613,-0.04620691601435345,-0.0710596303145091,0.021857863087131408,31
0.026632964611053467,0.007866723014667374,0.00256192684173584,0.0017283048682500024,0.9,2.0,80,1,2,0.03,0.0,0.8,"{'subsample': 0.9, 'reg_lambda': 2, 'n_estimators': 80, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.03, 'gamma': 0, 'colsample_bytree': 0.8}",-0.06111201985677084,-0.07922860574722294,-0.10581791400909428,-0.038950924714406344,-0.07127736608187361,0.02451838462607683,32
